CKY_ART;DESCR;CATEGORIA;COSTO
0000004548;!JOYPAD LOGITECH CHILLSTREAM;57;30,12
0000004549;!JOYPAD LOGITECH PS2 CORDLES;57;30,9
0000004550;!JOYPAD XBOX 360 CON FILO;57;38,88
0000004551;!JOYPAD XBOX 360 WIRED;57;38,805
0000004552;!JOYPAD XBOX360;57;38,805
0000004553;!CONTROLLER WII NUNCHUCK;57;22,5
0000004554;!CONTROLLER WII CLASSIC;57;25,71
0000004555;!TELECOMANDO WII ORIGINALE;1;53,61
0000004556;!(NON USARE) SWITCH RETE 24;56;58,95
0000004557;!DVD/DVIX PLAYER NORTEK 2750;2;51,42
0000004558;!DVD PLAYER NORTEK PDVX420;2;99,705
0000004559;!DVD PORT 7 VIEWFUN BORSA SD;2;123,195
0000004560;!DVD PORT 7 VIEWFUN BORSA Sl;2;117,87
0000004561;!MOUSELOGITECH V100 PER NOTE;50;19,545
0000004562;!MOUSE LOGITECH OPTICAL MOUS;50;15,81
0000004563;!TOMTOM2 FOR ONE ACCESSORIES;1;27,765
0000004564;!SCANNER MUSTEK BEARPAW 1200;59;51,87
0000004565;!SCANNER CANON LIDE 100;59;76,5
0000004566;!SCANNER CANON LIDE 200;59;93,675
0000004567;!SCANNER MUSTEK 2400CU;59;57,105
0000004568;!SCANNER MUSTEK 2448CU;59;67,575
0000004569;!SCHEDA AUDIO 6 CANALI NILOX;61;16,47
0000004570;!SCHEDA AUDIO 6CANALI PCI NI;61;19,2
0000004571;!SCHEDA AUDIO NILOX 8CANALI;61;27,78
0000004572;!STAMPANTE SAMSUNG ML-2240 L;23;98,505
0000004573;!STAMPANTE XEROX PHASER 6110;23;137,055
0000004574;!EUROSET 5010 ARTIC GRAY;2;28,59
0000004575;!TRASFER FILM MAGIC 3 SIMGOL;87;31,875
0000004576;!TRASFER FILM MAGIC 5 SIMGOL;87;32,325
0000004577;!TRASFER FILM MAGIC 150PS SI;87;33,885
0000004578;!TRASFER FILM MAGIC SINGOLO;87;40,005
0000004579;!MEMORIA PEN DRIVE 16 GB USB;42;36
0000004580;!WEB CAM CREATIVE VADO SILVE;79;93,735
0000004581;!WEB CAM LOGITECH QUICKCAM C;79;76,53
0000004583;!PC TREXON INTEL CORE 2 E730;13;372,585
0000004584;!PC TREXON INTEL DUAL CORE E;13;242,16
0000004585;!WEB CAM LOGITECH QUICKCAM U;79;118,905
0000004586;!KIT D-LINK ROUTER DWL-922 +;53;75,36
0000004587;!CARTUCCIA ORIGINALE EPSON T;88;42,87
0000004588;!CARTUCCIAORIGINALE EPSON T1;88;18,96
0000004589;!WEB CAM CREATIVE LIVE CAM N;95;32,49
0000004590;!WEB CAM CREATIVE LIVE CAM V;79;34,395
0000004591;!WEB CAM CREATIVE LIVE ULTRA;79;80,31
0000004592;!NOTEBOOK ACER 5620 (LX.E530;54;526,2
0000004593;!DVD -R ARITA 8X/16X CAKE 50;11;25,5
0000004594;!WEB CAM MEDIACOM LOVECAM 50;79;22,29
0000004595;!STAMPANTE EPSON SX205 MULTI;23;97,92
0000004596;!STAMPANTE MULTIFUNZIONE HP;24;71,19
0000004597;!STAMPANTE MULTIFUNZIONE HP;24;110,205
0000004598;!CUSTODIAGAME POUCH PER NINT;1;10,5
0000004599;!CUSTODIAGAME POUCH PER NINT;1;10,5
0000004600;!NAVIGATORE TOMTOM ONE EUROP;16;201,525
0000004601;!SCHEDA VIDEO 8400GS XFX 512;51;50,895
0000004602;!SCHEDA VIDEO GEFORCE GAINWA;51;31,485
0000004603;!KIT D-LINK ROUTER WL 54MBPS;53;72,375
0000004604;!CONTROLLER HAMLET PCI FIREW;21;46,29
0000004605;!STAMPANTE XEROX 6110 MFP/B;23;225,9
0000004606;!SCHEDA TV ESTERNA ASUS MY C;49;41,04
0000004607;!NETBOOK ASUS EEEPC900 (BF00;54;327,3
0000004608;!NETBOOK ASUS EEEPC900 (WF00;54;298,695
0000004609;!NETBOOK ASUS EEEPC900 (BLK3;54;344,205
0000004610;!NOTEBOOK HP 530 (FS334AA);54;461,19
0000004611;!NOTEBOOK ACER EXTENSA 5620Z;54;526,065
0000004612;!NOTEBOOK HP6735S (FU368ES);54;396,195
0000004613;!NAVIGATORE ROADMATE 1215 TO;16;22,5
0000004614;!TV LCD PHILIPS 22 PFL3403D;47;379,305
0000004615;!TV LCD 32 SAMSUNG LE32A436;47;531
0000004616;!TV LCD 32 SAMSUNG LE32A456;47;477,345
0000004617;!FOTOCAMERA DIGITALE KODAK M;15;92,565
0000004618;!STAMPANTE BROTHER DCP357C S;23;84,195
0000004619;!STAMPANTE BROTHER DCP-7010L;24;136,2
0000004620;!STAMPANTE MULTIFUNZIONE BRO;24;183
0000004621;!ROUTER ADSL/ADSL2 TRUST MD-;53;36,105
0000004622;!ROUTER WIRELESS NETGEAR DG8;53;60,15
0000004623;!MONITOR BENQ G900WAD 19 LC;47;136,065
0000004624;!SCHEDA MADRE ASUS M2N68-AM;62;57,15
0000004625;!LETTORE MP3 4 GB MEDIACOM G;5;29,505
0000004626;!HARDDISK LACIE 320 GB ESTER;33;69,45
0000004627;!MONITOR ASUS V193WB;47;22,5
0000004628;!KIT KEYTECK TASTIERA+MOUSE+;76;18,615
0000004629;!TASTIERA KEYTECK MULTIMEDIA;97;18,135
0000004630;!TASTIERA PIEGHEVOLE IN GOMM;76;18,555
0000004631;!CASSE PORTATILI KEYTECK IPO;70;9,585
0000004632;!<FILTRO ADSL RJ11 KEYTECK (;1;9,24
0000004633;!CAVO SERIAL ATA XL 100 CM.;7;8,295
0000004634;!MULTIPRESA 7 POSTI KEYTECK;52;13,26
0000004635;!MULTIPRESA 7 POSTI KEYTECK;52;12,735
0000004636;!BASE PER NOTEBOOK KEYTECK N;1;11,37
0000004637;!BASE PER NOTEBOOK NSTAND-1;1;24,87
0000004638;!SCHEDA VIDEO ATI HD4870X2 2;81;489,675
0000004639;!MASTERIZZATORE DVD LG GH22N;28;26,685
0000004640;!TV LCD 19 HANNSPREE HT11 D;47;159,09
0000004641;!MEMORIA PEN DRIVE TRANSCEND;42;22,71
0000004642;!WEB CAM MEDIACOM FRIENDCAM;95;24,225
0000004643;!TASTIERA FLESSIBILE IN GOMM;95;15,63
0000004644;!TASTIERA PIEGHEVOLE IN GOMM;95;15,63
0000004645;!TRANS FLASH KINGSTON 8 GB;25;10,56
0000004646;!MEMORIA PEN DRIVE KINGSTON;29;35,925
0000004647;!NETBOOK HP 2133 MINI NOTE (;54;332,25
00000046478;!TV LED 24 AKAI AKTV246DT;31;152,295
0000004648;!LETTOREMP3/MP4 MEDIACOM JUK;5;38,76
0000004649;!TV LCD 22 LG LGM2294DP (M2;47;253,2
0000004650;!CASSE PORTATILI LOGITECH MM;70;88,62
0000004651;!MONITOR HANNS-G HW191AP 19;47;120,375
0000004652;!TRANS FLASH TRANSCEND 8 GB;42;29,985
0000004653;!CPU INTEL CORE 2 DUO E8500;20;192,225
0000004654;!NINTENDO DS LITE BLUE;93;136,2
0000004655;!MONITOR SAMSUNG SM923NW 19;47;117,87
0000004656;!MEMORIA DDR2 TRANSCEND 2GB;40;30,075
0000004657;!PLOTTER HP DESIGNJET HP 500;71;2460,6
0000004658;!CASE ASUS TA-861 NERO E SIL;6;38,265
0000004659;!MASTERIZZATORE DVD LG H20L;28;84,06
0000004660;!MONITOR ASUS VB172TN 17 (L;47;129,99
0000004661;!SCHEDA VIDEO ASUS EN9500GT;51;80,535
0000004662;!HARD DISK VERBATIM 640 GB E;41;94,215
0000004663;!NOTEBOOK ACER ASPIRE 6930G-;54;760,2
0000004664;!TASTIERAPIEGHEVOLE IN GOMMA;95;15,66
0000004665;!CARICATORE DA AUTO PER PSP/;1;12,645
0000004666;!PENNINO PER NDS LITE (4 PZ);1;10,2
0000004667;!PELLICOLA PROTETTIVA PER PS;1;10,2
0000004668;!PELLICOLA PROTETTIVA PER DS;1;9
0000004669;!LETTORE MP3/MP4 4 GB ROSA U;5;41,985
0000004670;!KIT FIGHT RICAMBIO PER TAST;57;12,285
0000004671;!EEEBOXB202/ATOMN270 (EBXB20;13;267,45
0000004672;!TV LCD 32 SONY BRAVIA (KDL;47;825,855
0000004673;!ETTORE MP3/MP4 4 GB CELESTE;5;34,5
0000004674;!NOTEBOOK TOSHIBA SPL300-1AY;54;565,2
0000004675;!SCHEDA AUDIO ESTERNA DIGITU;61;18,225
0000004676;!GRUPPO DI CONTINUITA' RIELL;32;79,92
0000004677;!SCHEDA VIDEO ASUS 9600GT 51;81;138,285
0000004678;!ETTORE MP3/MP4 4 GB NERO US;5;34,5
0000004679;!LETTORE MP3/MP4 4 GB NANO S;5;42
0000004680;!SCHEDAVIDEO GAINWARD 9600GT;81;94,74
0000004681;!MONITOR SAMSUNG SM2243BW 22;47;180,405
0000004682;!SCHEDAVIDEO ATI SAPPHIRE HD;81;40,005
0000004683;!SCHEDAVIDEO ATI SAPPHIRE HD;81;35,535
0000004864;!TVLCD 37 HANNSPREE HAN-JT0;47;398,685
0000004865;!SCHEDA MADRE ASROCK P4I65G;47;58,455
0000004866;!NOTEBOOK HP PAVILION DV4-10;54;993
0000004867;!STAMPANTE LASER EPSON M2000;23;169,995
0000004868;!BUNDLE NOTEBOOK SAMSUNG R71;54;787,5
0000004869;!MONITOR SAMSUNG SMT220 22;47;247,995
0000004870;!SCHEDA MADRE ASUS P5KPL-C/1;62;65,085
0000004871;!MONITOR PHILIPS 190S9FS 19;47;154,2
0000004872;!CARTUCCIA ORIGINALE LEXMARK;87;25,035
0000004873;!SCHEDA MADRE ASUS P5KPL-SE;35;63,21
0000004874;!SCHEDA MADRE ASUS P5QL;62;75,69
0000004875;!NAVIGATOREHANNSPREE HG01 MA;16;108,15
0000004876;!MEMORIA SO-DIMM DDR A-DATA;29;50,085
0000004877;!HARD DISK WD 320 GB ESTERNO;33;66,705
0000004878;!NOTEBOOK HP 550 (FS356AA);54;565,2
0000004879;!STAMPANTE SAMSUNG CLX-3175F;23;307,5
0000004880;!NOTEBOOK SONY VGN-TT11VN/X;54;2515,2
0000004881;!MEMORIA SO-DIMM DDR 256 MB;30;22,5
0000004882;!PC BAREBONE RECKON ATHLON 3;13;231,75
0000004883;!SCHEDA MADRE ASUS P5N-E SLI;62;37,5
0000004884;!PC TREXON INTEL CORE 2 E222;13;340,35
0000004885;!SCHEDA MADRE MICROSTAR K9A2;35;37,5
0000004886;!SCHEDA MADRE ASUS A8N-E BUL;62;37,5
0000004887;!SCHEDA MADRE MICROSTAR P6NG;35;37,5
0000004888;!SCHEDA MADRE MSI P4M900M27-;62;37,5
0000004889;!MONITOR ASUS LS221H 22 LCD;47;304,32
0000004890;!TV LCD 32 SAMSUNG LE32A756;47;960,27
0000004891;!PC HP SLIM S3630 (FL402AA);13;533,355
0000004892;!NOTEBOOK HP HDX9490 (CJ951E;54;1176,225
0000004893;!TV LCD 52 SONY BRAVIA KDL5;47;1786,515
0000004894;!MONITOR HP L2208W 22 LCD (;47;235,23
0000004895;!KIT FIGHT RICAMBIO PER TAST;1;12
0000004896;!KIT FIGHT RICAMBIO PER TAST;1;12
0000004897;!KIT EXTRA RICAMBIO PER TAST;1;12
0000004898;!KIT EXTRA ACTION RICAMBIO P;1;12
0000004899;!NOTEBOOKACER EXTENSA EX5630;54;526,2
0000004900;!FOTOCAMERA NIKON D60 18-55;15;544,395
0000004901;!SCHEDA MADRE MICROSTAR K9A2;35;37,5
0000004902;!PC TREXON AMD ATHLON X2 500;13;232,35
0000004903;!SCHEDA MADRE MICROSTAR K8MM;35;37,5
0000004904;!SCHEDA MADRE MICROSTAR P6NG;35;37,5
0000004905;!SCHEDA MADRE MICROSTAR P6NG;35;37,5
0000004906;!HARD DISK 72 GB SAS 2,5;33;224,865
0000004907;!HARD DISK HITACHI 320 GB SA;33;59,37
0000004908;!AURICOLARE BLUETOOTH KEYTEC;97;37,485
0000004909;!MOUSEPAD KEYTECK RIGIDO MP-;18;30,06
0000004911;!BOX ESTERNO PER HD 2,5 SAT;34;14,625
0000004912;!STAMPANTE HP DESIGNJET 110;23;1415,82
0000004913;!NOTEBOOK HP PAVILION DV7-11;54;1003,41
0000004914;!VIDEOCAMERA DIGITALE CANON;15;281,01
0000004915;!TV LCD 19 SAMSUNG LE19R86B;47;308,505
0000004916;!TV LCD 40 SAMSUNG LE40A656;47;1004,775
0000004917;!NOTEBOOK ACER AS5730Z-322G1;54;477,33
0000004918;!SCHEDA MADRE ASUS M2N-XE BU;35;37,5
0000004919;!SCHEDA MADRE ASUS P5G-MX BU;62;37,5
0000004920;!SCHEDA MADRE ASUS P5N32-E S;62;37,5
0000004921;!SCHEDA MADRE ASUS P5N-MX BU;35;40,095
0000004922;!SCHEDA MADRE ASUS M2N-E SLI;62;37,5
0000004923;!SCHEDA MADRE ASUS M2N-MX SE;35;37,5
0000004924;!SCHEDA MADRE ASUS P5B-SE BU;35;37,5
0000004925;!SCHEDA MADRE ASUS P5L-MX BU;35;37,5
0000004926;!SCHEDA MADRE ASUS P5K SE BU;35;37,5
0000004927;!SCHEDA MADRE MICROSTAR 945G;35;37,5
0000004928;!SCHEDA MADRE ASUS P5LD2-X/U;62;37,5
0000004929;!SCHEDA MADRE MICROSTAR K9A2;35;37,5
0000004930;!SCHEDA MADRE ASUS P5VD2-VM;62;37,5
0000004931;!PROTEZIONERIGIDA PER PSP 20;1;16,245
0000004932;!ARMADIO A PARETE 600*450*36;1;130,875
0000004933;!SCHEDAVIDEO ATI SAPPHIRE HD;81;72,6
0000004934;!SCHEDA VIDEO GEFORCE ASUS 8;51;72,015
0000004935;!NETBOOK ACER ASPIRE ONE A15;54;284,595
0000004936;!STAMPANTE HP LASERJET M2727;23;562,62
0000004937;!STAMPANTE BROTHER DCP-145C;24;63,405
0000004938;!MEMORIA PEN DRIVE KINGSTON;42;22,65
0000004939;!CASSE CREATIVE GIGAWORKS G5;70;256,56
0000004940;!SCHEDA MADRE P5E64-WS-EVOLU;62;318,585
0000004941;!<HOME THEATRE LG HT303SUW;70;244,395
0000004942;!MP3 ZEN 8 GB NERO;5;135,765
0000004943;!TASTIERA NILOX K3007;76;14,76
0000004944;!SCHEDA VIDEO HP FX1700 512M;81;424,875
0000004945;!NOTEBOOK HP PAVILION TX2510;54;992,55
0000004946;!SCHEDA MADRE ASUS P5L2 BULK;62;37,5
0000004947;!SCHEDA MADRE MICROSTAR 945P;35;37,5
0000004948;!SCHEDA MADRE ASUS A8V-MX BU;62;37,5
0000004949;!SCHEDA MADRE MICROSTAR K9VG;35;37,5
0000004950;!SCHEDA MADRE MSI P4M890M-L;62;37,5
0000004951;!SCHEDA MADRE ASUS P5KPL-VM;35;37,5
0000004952;!SCHEDA MADRE ASUS P5LD2-X B;62;37,5
0000004953;!SCHEDA MADRE MICROSTAR K9N6;35;37,5
0000004954;!SCHEDA MADRE ASUS P5KPL BUL;35;37,5
0000004955;!CUSTODIAGAME POUCH PER NINT;1;10,5
0000004956;!LETTOREMP3 4 GB MEDIACOM G4;5;27,75
0000004957;!LETTORE MP3/MP4 8 GB MEDIAC;5;50,7
0000004958;!LETTORE MP3/MP4 MEDIACOM JU;5;41,475
0000004959;!LETTORE MP3/MP4 MEDIACOM JU;5;44,25
0000004960;!NOTEBOOK HP COMPAQ PRESARIO;54;630,9
0000004961;!TV LCD 19 ACER AT1945 (EV.;47;272,7
0000004962;!STAMPANTE CANON PIXMA MP240;24;62,67
0000004963;!STAMPANTE EPSON STYLUS PHOT;71;266,25
0000004964;!STAMPANTE MULTIFUNZIONE HP;23;85,5
0000004965;!HARD DISK LACIE 160 GB ESTE;41;65,58
0000004966;!TV LCD 28 HANNSPREE HT09-2;47;322,38
0000004967;!CPU AMD SEMPRON LE-1250 AM2;22;39,675
0000004968;!MONITOR HANNS-G HI221DP 22;47;143,25
0000004969;!MICROFONO CUFFIA MOD.AURICO;45;11,655
0000004970;!MICROFONO CUFFIA MOD. AURIC;45;11,655
0000004971;!MICROFONO CUFFIA MOD. AURIC;45;11,655
0000004972;!INVERTITORE DI CORRENTE MED;80;27,525
0000004973;!INVERTITORE DI CORRENTE MAT;80;55,35
0000004974;!ROUTER ADSL/ADSL2+ WIRELESS;53;47,805
0000004975;!MOUSEMEDIACOM OTTICO RETRAT;95;13,83
0000004976;!MOUSE MEDIACOM OTTICO RETRA;50;10,5
0000004977;!CONSOLE NINTENDO WII SPORTS;93;221,115
0000004978;!VENTOLA AGGIUNTIVA PER CASE;77;11,61
0000004979;!SCHEDA MADRE ASUS P5KPL-AM;35;37,5
0000004980;!MASTERIZZATOREDVD LG GH22LP;28;30,645
0000004981;!MASTERIZZATORE DVD LG GH22N;28;26,355
0000004982;!TONER ORIGINALE OKI C3300/C;89;97,2
0000004983;!TONER ORIGINALE OKI C3300/C;89;97,2
0000004984;!TONER ORIGINALE OKI C3300/C;89;97,2
0000004985;!TONERORIGINALE OKI C3300/C3;87;81
0000004986;!CASSE CREATIVE INSPIRE 280;95;31,875
0000004987;!CASSE CREATIVE INSPIRE 250;70;47,13
0000004988;!CASSE CREATIVE GIGAWORKS T4;70;118,26
0000004989;!CASSE CREATIVE INSPIRE T10;70;49,005
0000004990;!CASSE CREATIVE TRAVELSOUND;70;31,74
0000004991;!CASSE CREATIVE TRAVELSOUND;70;39,825
0000004992;!MP3 ZEN STONE PLUS 2GB ROSS;5;35,535
0000004993;!CASSE LOGITECH V20 (2.0) LA;95;37,02
0000004994;!CASSE LOGITECH X-210 2.0;70;42,33
0000004995;!CASSE LOGITECH V10 (2.0);70;44,025
0000004996;!CASSE LOGITECH X-540 5.1;70;89,385
0000004997;!JOYPAD XBOX 360 WIRELESS NE;57;47,73
0000004998;!LETTORE DVD PLAYER SAMSUNG;3;202,5
0000004999;!IPOD NANO 8GB BLACK;5;143,865
0000005000;!DVD PLAYER MUSTEK PORTATILE;2;115,59
0000005001;!PORTAFOTO DIGITALE 8;1;101,73
0000005002;!ALIMENTATORE 400 WATT SILEN;3;37,695
0000005003;!ALIMENTATORE 400 WATT ATX D;3;32,34
0000005004;!ALIMENTATORE 450 WATT ATX S;3;42,81
0000005005;!ALIMENTATORE 450 WATT ATX D;3;33,15
0000005006;!ALIMENTATORE 450 WATT ATX D;3;40,86
0000005007;!ALIMENTATORE 500 WATT SILEN;3;46,74
0000005008;!ALIMENTATORE 500 WATT ATX S;3;42,75
0000005009;!ALIMENTATORE 500 WATT ATX D;3;39,195
0000005010;!ALIMENTATORE 500 WATT ATX D;3;44,13
0000005011;!STAMPANTE MULTIFUNZIONE LAS;23;1092,45
0000005012;!CASE ASUS TS-631 NERO E SIL;6;59,85
0000005013;!DVD REC. MP3 INGRESSO DV IN;2;110,88
0000005014;!ADATTATORE HDMI-DVI;1;15,3
0000005015;!CAVO AUDIO MATSUYAMA JACK S;7;8,535
0000005016;!SWITCH RETE 16 PORTE LINKSY;53;80,175
0000005017;!SCHEDA MADRE ASUS P5QL-SE;62;74,1
0000005018;!HARD DISK HITACHI 80GB 2,5;39;58,2
0000005019;!<SAMSUNG CAM2 CON MEDIASET;1;85,59
0000005020;!SISTEMA OPERATIVO WINDOWS S;69;418,665
0000005021;!SCHEDA MADRE ASUS P5V-X/SE;62;52,605
0000005022;!SCHEDA MADRE ASUS M2N68-AM;35;52,11
0000005023;!SCHEDA MADRE ASUS P5N73-AM;62;56,775
0000005024;!SCHEDA MADRE ASUS M2N68;62;64,38
0000005025;!SCHEDA MADRE ASUS P5N-EM/HD;62;68,085
0000005026;!STAMPANTE BROTHER DCP750CW;23;110,205
0000005027;!STAMPANTE HP DESKJET F4280;71;75,345
0000005028;!MOUSE LABTEC OPTICAL MOUSE;50;14,91
0000005029;!MOUSE LABTEC OPTICAL GLOW M;50;16,92
0000005030;!MOUSE LABTEC WIRELESS LASER;50;26,085
0000005031;!MOUSE LOGITECH LASER LS1 (9;50;29,88
0000005032;!MOUSE LOGITECH LASER LS1 (9;50;29,88
0000005033;!MOUSE LOGITECH LASER LS1 (9;50;29,88
0000005034;!PC SERVER HP ML310TG5 X3210;13;1076,235
0000005035;!INVERTITOREDI CORRENTE TRUS;3;43,05
0000005036;!FAX SAMSUNG SF-375;58;102,42
0000005037;!TONER ORIGINALE SAMSUNG MLT;87;84,21
0000005038;!MONITOR LG W1934S-BN 19 LC;31;113,625
0000005039;!MONITOR LG W2242S-PF 22 LC;47;163,365
0000005040;!WEB CAM LOGITECH QUICKCAM E;79;22,035
0000005041;!CONSOLE SONY PLAYSTATION 3;93;426,465
0000005042;!TV LCD PHILIPS 22 220TW9FB;47;276
0000005043;!NOTEBOOK TOSHIBA PA300-1HF;54;708,195
0000005044;!NOTEBOOK ASUS F5SR-AP043C (;54;786,465
0000005045;!STAMPANTE EPSON DX9400F MUL;24;118,005
0000005046;!SCHEDA VIDEO ATI HD3850 256;81;152,01
0000005047;!NOTEBOOK ACER EX5230-571G12;54;320,2905
0000005048;!NOTEBOOK TOSHIBA A300-1ON (;54;747,195
0000005049;!NOTEBOOK ACER 2920Z-3A2G16M;54;565,2
0000005050;!NOTEBOOK HP PAVILLION DV5-1;54;1274,025
0000005051;!MASTERIZZATORE DVD PIONEER;28;29,475
0000005052;!SCANNER HP SCANJET 5590C;59;456
0000005053;!TV LCD SAMSUNG 52 LE52A765;47;2323,995
0000005054;!NOTEBOOK SAMSUNG NP-R560-AS;54;896,16
0000005055;!MONITOR ASUS VW223D;47;173,595
0000005056;!NINTENDO DS LITE + GIOCO;93;202,17
0000005057;!BOX ESTERNO PER HD 3,5 SAT;34;69,255
0000005058;!MY BOOK WORLD EDITION SERVE;41;150,375
0000005059;!BATTERIE RICARICABILI TIPO;37;11,775
0000005060;!NOTEBOOK HP HP PAVILLION DV;54;1066,98
0000005061;!TV LCD SAMSUNG 26 T260HD (;47;617,205
0000005062;!CARTUCCIAORIGINALE EPSON T1;88;18,96
0000005063;!CARTUCCIA ORIGINALE LEXMARK;87;32,22
0000005064;!CASSE PHILIPS SPA 1302/10 2;70;30,105
0000005065;!STAMPANTE EPSON STYLUS PHOT;71;402,69
0000005066;!TELEFONO CORDLESS PHILIPS D;58;41,925
0000005067;!BATTERIE RICARICABILI TIPO;37;11,265
0000005068;!BUNDLE NOTEBOOK SAMSUNG P50;54;1150,2
0000005069;!MASTERIZZATORE DVD SAMSUNG;28;46,725
0000005070;!CARTUCCIA COMPATIBILE CANON;43;9,315
0000005071;!CARTUCCIA COMPATIBILE CANON;43;10,38
0000005072;!CARTUCCIA COMPATIBILE CANON;43;10,83
0000005073;!CARTUCCIA COMPATIBILE CANON;43;10,83
0000005074;CARTUCCIA COMPATIBILE EPSON;43;7,935
0000005075;CARTUCCIA COMPATIBILE EPSON;43;7,95
0000005076;CARTUCCIA COMPATIBILE EPSON;43;7,935
0000005077;CARTUCCIA COMPATIBILE EPSON;43;7,965
0000005078;!SCHEDA MADRE ASUS M3A78-VM;35;82,185
0000005079;!SCHEDA VIDEO ASUS 8400GS 51;51;42,18
0000005080;!CARTUCCIA ORIGINALE EPSON T;87;14,235
0000005081;!CARTUCCIA ORIGINALE EPSON T;87;14,175
0000005082;!CARTUCCIA ORIGINALE EPSON T;87;14,235
0000005083;!SCHEDA MADRE ASROCK 4CORE16;35;50,28
0000005084;!SCHEDA MADRE ASROCK G31M-GS;35;84
0000005085;!SCHEDA MADRE ASROCK P43TWIN;35;80,295
0000005086;!SCHEDA MADRE ASROCK K8NF3-V;35;53,265
0000005087;!SCHEDA MADRE ASROCK 939N68P;35;76,965
0000005088;!SCHEDA MADRE ASROCK K10N78;35;58,56
0000005089;!SCHEDA VIDEO GEFORCE CLUB G;51;57,45
0000005090;!SCHEDA VIDEO CLUB GF9500GT;51;80,205
0000005091;!SCHEDAVIDEO GEFORCE PCX GF7;51;30,675
0000005092;!STAMPANTE MULTIFUNZIONE EPS;24;215,58
0000005093;!NAVIGATORETOMTOM ONE EUROPA;16;124,305
0000005094;!OBIETTIVO PER CANON EF 28-1;1;438,075
0000005095;!STAMPANTE HP C7280 (CC567B);24;306,96
0000005096;!PORTAFOTO DIGITALE 10 NERA;1;170,955
0000005097;!NOTEBOOK HP DV7-1070 (FP888;54;1053,18
0000005098;!MONITOR HP KU913AA 22 LCD;47;233,61
0000005099;!PORTAFOTO DIGITALE GIGAFRAM;1;145,62
0000005100;!PC ACER VTM460 (PS.M46C1.I0;13;385,725
0000005101;!BUNDLE FOTOCAMERA DIGITALE;15;647,475
0000005102;!STAMPANTE MULTIFUNZIONE HP;24;415,815
0000005103;!ALIMENTATORE ENERMAX EG565A;3;79,515
0000005104;!ROBOT DA CUCINA PHILIPS HR7;1;53,13
0000005105;!MOUSE OTTICO KEYTECK MS-890;50;11,175
0000005106;!MOUSE OTTICO KEYTECK MS-331;50;10,8
0000005107;!MOUSE OTTICO KEYTECK MS-330;50;11,31
0000005108;!MOUSE OTTICO MINI KEYTECK M;97;12
0000005109;!MOUSE OTTICO MINI KEYTECK M;97;11,895
0000005110;!TASTIERAKEYTECK MULTIMEDIAL;76;13,5
0000005111;!MICROFONO CUFFIA MEDIACOM M;45;15,48
0000005112;!MICROFONO CUFFIA KEYTECK MH;45;9,915
0000005113;!MICROFONO CUFFIA KEYTECK MH;45;10,44
0000005114;!MICROFONO CUFFIA KEYTECK MH;45;25,095
0000005115;!AURICOLARE KEYTECK MHK-601;45;8,97
0000005116;!AURICOLARE KEYTECK MHK-601-;45;8,88
0000005117;!AURICOLARE KEYTECK MHK-601-;45;8,985
0000005118;!AURICOLARE KEYTECK MHK-601-;45;8,94
0000005119;!AURICOLARE KEYTECK MHK-601-;45;9
0000005120;!AURICOLARE KEYTECK MHK-601-;45;8,985
0000005121;!AURICOLARE KEYTECK MONO MHK;45;9,075
0000005122;!AURICOLARE KEYTECK MHK-671;45;10,035
0000005123;!AURICOLARE KEYTECK MHK-675;97;12,765
0000005124;!MICROFONO KEYTECK MIC-002;45;8,745
0000005125;!MICROFONO KEYTECK MIC-003;97;9,495
0000005126;!MICROFONO KEYTECK MIC-005;45;10,02
0000005127;!CASSE KEYTECK SP-106;70;12,78
0000005128;!CASSE KEYTECK SP-2805;70;18,9
0000005129;!CASSE KEYTECK SP-690;70;11,595
0000005130;!CARICATOREKEYTECK PER MP3 2;1;10,5
0000005131;!DOCKING STATION KEYTECK USB;97;35,04
0000005132;!BOX ESTERNO PER HD 3,5 KEY;34;29,01
0000005133;!SWITCH RETE KEYTECK NET-8P;53;19,5
0000005134;!CONTROLLER KEYTECK EXC-CR E;21;22,155
0000005135;!CONTROLLERKEYTECK EXC-SATA2;21;31,92
0000005136;!CONTROLLER KEYTECK PCIEX-EX;21;24,78
0000005137;!JOYPAD KEYTECK KT-314 PER P;57;12,3
0000005138;!JOYPAD KEYTECK JPD-703 USB;57;14,055
0000005139;!JOYPAD KEYTECK JPD-PS3 PLAY;57;20,58
0000005140;!MOUSE OTTICO KEYTECK MS-110;50;18,225
0000005141;!MOUSE LASER KEYTECK MS-167L;50;32,925
0000005142;!MOUSE LASER MINI KEYTECK MS;97;25,38
0000005143;!MOUSE OTTICO KEYTECK MS-709;50;23,37
0000005144;!MOUSE LASER KEYTECK MS-3328;50;16,065
0000005145;!KIT KEYTECK KB-75497 TASTIE;76;34,515
0000005146;!CAVO KEYTECK DVI 5 MT CC-DV;7;15,555
0000005147;!KITCC-SATA CAVO SERIAL ATA;50;8,97
0000005148;!PINZA A CRIMPARE PLUG RJ11;53;9,855
0000005149;!NOTEBOOK ACER ASPIRE 6930G-;54;721,2
0000005150;!SCHEDA VIDEO ASUS GF7200GS;51;34,5
0000005151;!HARD DISK ESTERNO MULTIMEDI;41;130,5
0000005152;!HARD DISK MEDIACOM 500 GB E;41;70,47
0000005153;!NETBOOK ACER ASPIRE ONE A15;54;281,85
