CKY_ART;EAN13;MARCA
0000014845;0000000014845;MACH POWER
0000014846;0000000014846;MACH POWER
0000014847;0000000014847;MACH POWER
0000014848;0000000014848;MACH POWER
0000014851;0000000014851;KEYTECK
0000014852;0000000014852;KEYTECK
0000014854;0000000014854;KEYTECK
0000014855;0000000014855;MACH POWER
0000014858;0000000014858;MACH POWER
0000014860;0000000014860;MACH POWER
0000014861;0000000014861;MACH POWER
0000014863;0000000014863;MACH POWER
0000014885;4016032063117;DIGITUS
0000014886;7611990169931;DIGITUS
0000014887;0000000014887;DIGITUS
0000014888;0023942476726;VERBATIM
0000014896;0763649027363;SEAGATE
0000014903;4026203938748;TOSHIBA
0000014914;0000000014914;MACH POWER
0000014917;0000000014917;MACH POWER
0000014919;4716872052707;THERMALTAKE
0000014920;4716872052714;THERMALTAKE
0000014927;4713157730558;ENERMAX
0000014949;0000000014949;HANTOL
0000014950;4897032652385;HANTOL
0000014952;4897032652507;HANTOL
0000014953;6935364051686;TP-LINK
0000014958;0731304271635;APC
0000014978;8024049481264;MATSUYAMA
0000014980;8024049526774;MATSUYAMA
0000014982;8057284621003;VULTECH
0000014983;8057284620846;VULTECH
0000014984;8057284620785;VULTECH
0000014985;8057284620020;VULTECH
0000014986;8057284620594;VULTECH
0000014998;4016032267164;DIGITUS
0000015000;4040849502606;DIGITUS
0000015020;4016032446286;DIGITUS
0000015025;5711045191084;SEAGATE
0000015026;7636490035579;SAMSUNG
0000015039;8806071322681;SAMSUNG
0000015040;0718037764290;WESTERN DIGITAL
0000015044;4250223634032;EVGA
0000015051;0000000015051;TECNOWARE
0000015058;0718037793146;WESTERN DIGITAL
0000015062;8099990003407;TECHMADE
0000015063;8099990003414;TECHMADE
0000015064;8099990003384;TECHMADE
0000015068;8099990003421;TECHMADE
0000015069;8099990003537;TECHMADE
0000015070;8099990003476;TECHMADE
0000015073;8099990003506;TECHMADE
0000015083;6905209162402;HANTOL
0000015084;6905209141100;HANTOL
0000015098;5052217181374;DATALOGIC
0000015101;0883585705153;HP
0000015141;8099990000185;TECHMADE
0000015144;8099990001908;TECHMADE
0000015187;4260039348696;LINKSYS
0000015195;5025232621606;PANASONIC
0000015196;5025232621583;PANASONIC
0000015197;5025232621590;PANASONIC
0000015198;5025232621613;PANASONIC
0000015199;5025232626946;PANASONIC
0000015205;6935364051723;TP-LINK
0000015207;4711140876924;ASROCK
0000015247;4260070123047;LC-POWER
0000015253;4016032289517;DIGITUS
0000015261;4016138755398;SAMSUNG
0000015269;4250366828756;SIEMENS
0000015272;5099206032712;LOGITECH
0000015276;6935364021702;TP-LINK
0000015281;0000000015281;4NET
0000015283;0000000015283;4NET
0000015284;0000000015284;4NET
0000015289;7636490025938;SEAGATE
0000015290;0843591004084;CORSAIR
0000015291;0740617126822;KINGSTON
0000015296;4711140877532;ASROCK
0000015300;4711140878454;ASROCK
0000015311;4719543182000;ASUS
0000015320;4711140878379;ASROCK
0000015322;4719543185162;ASUS
0000015327;8057284620006;VULTECH
0000015328;8057284620228;EPSON
0000015329;8057284620235;EPSON
0000015330;8057284620242;EPSON
0000015331;8057284620259;EPSON
0000015332;8057284620266;EPSON
0000015333;8057284620273;EPSON
0000015334;8057284620280;EPSON
0000015335;8057284620297;EPSON
0000015336;8057284620303;BROTHER
0000015338;8057284620310;BROTHER
0000015339;8057284620327;BROTHER
0000015340;8057284620334;BROTHER
0000015341;8057284620341;BROTHER
0000015342;8057284620358;BROTHER
0000015343;8057284620365;BROTHER
0000015344;8057284620372;BROTHER
0000015383;8024049481479;MATSUYAMA
0000015398;4016032255710;DIGITUS
0000015399;4016032299820;DIGITUS
0000015400;4016032266495;DIGITUS
0000015424;0718037797557;WESTERN DIGITAL
0000015428;0132018259542;CORSAIR
0000015431;4977766682718;BROTHER
0000015464;0023942490654;VERBATIM
0000015468;8715946465432;EPSON
0000015498;4016032271611;DIGITUS
0000015502;0000000015502;CANON
0000015509;8099990003629;TECHMADE
0000015511;8099990003940;TECHMADE
0000015530;0843591014120;CORSAIR
0000015532;0151903608838;SEAGATE
0000015538;0000000015538;HANTOL
0000015540;4897032651340;HANTOL
0000015541;4897032651357;HANTOL
0000015542;4897032650305;HANTOL
0000015544;0000000015544;HANTOL
0000015545;0000000015545;HANTOL
0000015546;4897032652859;HANTOL
0000015552;0000000015552;HANTOL
0000015553;4897032652514;HANTOL
0000015554;0000000015554;HANTOL
0000015555;4897032652378;HANTOL
0000015556;0000000015556;HANTOL
0000015557;0000000015557;HANTOL
0000015560;8024049481493;MATSUYAMA
0000015568;2599665214757;VULTECH
0000015569;8057284620570;VULTECH
0000015570;8057284620143;VULTECH
0000015571;8052780300544;VULTECH
0000015572;8057284620167;VULTECH
0000015573;8057284620181;VULTECH
0000015574;8057284620174;VULTECH
0000015578;0000000015578;HP
0000015579;0000000015579;HANTOL
0000015583;4897032653252;HANTOL
0000015585;4897032653276;HANTOL
0000015586;4897032651388;HANTOL
0000015590;4897032653320;HANTOL
0000015591;4897032652347;HANTOL
0000015596;0000000015596;HANTOL
0000015600;0000000015600;HANTOL
0000015603;6905207000089;HANTOL
0000016014;0843591020916;CORSAIR
0000016450;8052780300445;VULTECH
0000016519;2000013075550;SEAGATE
0000016538;0872767005051;ARCTIC
0000016559;0843591016582;CORSAIR
0000016566;8712581596767;PHILIPS
0000016581;4016032283416;DIGITUS
0000016596;0013803117585;CANON
0000016598;5032037036405;INTEL
0000016600;4719331814182;GIGABYTE
0000016608;8806071533148;SAMSUNG
0000016614;8033140058619;KEYTECK
0000016615;8033140055236;KEYTECK
0000016616;8033140057711;KEYTECK
0000016619;8033140057575;KEYTECK
0000016634;0843591014762;CORSAIR
0000016636;0023942439677;VERBATIM
0000016649;4719543326312;ASUS
0000016669;0000000016669;TECNO
0000016686;8026475164124;TECNOWARE
0000016687;8026475164223;TECNOWARE
0000016725;8056737420026;ANDROMEDA SICUREZZA
0000016726;8056737420033;ANDROMEDA SICUREZZA
0000016728;8056737420309;ANDROMEDA SICUREZZA
0000016729;8056737420279;ANDROMEDA SICUREZZA
0000016730;8056737420248;ANDROMEDA SICUREZZA
0000016731;8056737420231;ANDROMEDA SICUREZZA
0000016732;8056737420262;ANDROMEDA SICUREZZA
0000016735;8056737420347;ANDROMEDA SICUREZZA
0000016736;9256737420354;ANDROMEDA SICUREZZA
0000016750;5032037036207;INTEL
0000016753;0000000016753;BROTHER
0000016754;0000000016754;BROTHER
0000016755;0000000016755;BROTHER
0000016756;2,8696;BROTHER
0000016776;0000000016776;HEYDOIT
0000016781;0000000016781;HEYDOIT
0000016784;0000000016784;HEYDOIT
0000016791;0000000016791;MEDIACOM
0000016806;4719331806194;GIGABYTE
0000016811;4897032650091;HANTOL
0000016813;8028153028445;MEDIACOM
0000016815;8028153030196;MEDIACOM
0000016817;8028153030240;MEDIACOM
0000016834;5051868540295;TOSHIBA
0000016836;0636926053815;TOM TOM
0000016843;0000000016843;ANDROMEDA SICUREZZA
0000016850;0843591016155;CORSAIR
0000016854;8057284621676;VULTECH
0000016855;8057284620549;VULTECH
0000016859;0740617175011;KINGSTON
0000016875;0000000016875;DIGITUS
0000016876;0000000016876;DIGITUS
0000016879;0000000016879;VERBATIM
0000016883;0000000016883;EPSON
0000016891;0000000016891;ANDROMEDA SICUREZZA
0000016892;0000000016892;ANDROMEDA SICUREZZA
0000016893;0000000016893;ANDROMEDA SICUREZZA
0000016894;0000000016894;ANDROMEDA SICUREZZA
0000016895;0000000016895;ANDROMEDA SICUREZZA
0000016896;0000000016896;ANDROMEDA SICUREZZA
0000016897;0000000016897;ANDROMEDA SICUREZZA
0000016898;0000000016898;ANDROMEDA SICUREZZA
0000016899;0000000016899;ANDROMEDA SICUREZZA
0000016900;0000000016900;ANDROMEDA SICUREZZA
0000016901;0000000016901;ANDROMEDA SICUREZZA
0000016902;0000000016902;EPSON
0000016903;0000000016903;EPSON
0000016910;0000000016910;LINDY
0000016911;0000000016911;LINDY
0000016912;0000000016912;LINDY
0000016914;0000000016914;LINDY
0000016915;0000000016915;LINDY
0000016916;4002888426305;LINDY
0000016930;0023942530237;VERBATIM
0000016936;8032539911757;ITEK
0000016937;0000000016937;HP
0000016938;0000000016938;HP
0000016939;0000000016939;HP
0000016943;0112840369886;TOSHIBA
0000016945;4719543367438;ASUS
0000016946;4260183362654;GAINWARD
0000016965;4260183362630;GAINWARD
0000016967;0000000016967;BROTHER
0000016968;0000000016968;HP
0000016975;6935364060732;TP-LINK
0000016983;4016032278818;DIGITUS
0000016984;0000000016984;DIGITUS
0000016985;4016032271529;DIGITUS
0000016987;4016032301509;DIGITUS
0000016988;4016032304913;DIGITUS
0000016993;0000000016993;LINDY
0000016996;8053323039969;ANDROMEDA SICUREZZA
0000017005;0023942491712;VERBATIM
0000017006;0239424917292;VERBATIM
0000017008;0763649042939;SAMSUNG
0000017021;5051868551802;TOSHIBA
0000017034;4719331853068;GIGABYTE
0000017035;4716659242680;ASUS
0000017039;4719331331153;GIGABYTE
0000017047;7330381698293;INTEL
0000017076;0000000017076;HP
0000017077;0000000017077;HP
0000017078;0000000017078;HP
0000017079;0000000017079;HP
0000017080;0000000017080;BROTHER
0000017081;0000000017081;EPSON
0000017082;0000000017082;OKI
0000017094;0000000017094;EPSON
0000017095;0000000017095;EPSON
0000017102;8028153030837;MEDIACOM
0000017103;8028153030967;MEDIACOM
0000017112;4897032652620;HANTOL
0000017118;8057284620129;VULTECH
0000017119;8057284620136;VULTECH
0000017120;8030514129289;VULTECH
0000017121;8057284620921;VULTECH
0000017130;8806071655819;SAMSUNG
0000017136;0843591029094;CORSAIR
0000017140;8033424564256;NILOX
0000017156;0000000017156;SAMSUNG
0000017174;8028153031049;MEDIACOM
0000017176;8028153030806;MEDIACOM
0000017180;0000000017180;SAMSUNG
0000017181;9789229300009;METEOR
0000017203;8028400000293;DIGITUS
0000017206;0000000017206;DIGITUS
0000017208;5032037040082;INTEL
0000017232;8712581653606;PHILIPS
0000017243;6935364050696;TP-LINK
0000017251;5711045413674;HITACHI
0000017252;0718037779911;WESTERN DIGITAL
0000017256;0843591006552;CORSAIR
0000017257;4960999664118;CANON
0000017259;0818313013590;GIGABYTE
0000017269;8057284620969;VULTECH
0000017270;7636490039751;SEAGATE
0000017279;0191628480661;SAMSUNG
0000017281;8806071675268;SAMSUNG
0000017287;0000000017287;FABRIANO
0000017289;7636490022777;SEAGATE
0000017302;4002888405591;LINDY
0000017304;0000000017304;LINDY
0000017305;0000000017305;LINDY
0000017318;8028153030790;MEDIACOM
0000017321;0000000017321;MATSUYAMA
0000017337;0000000017337;HP
0000017340;0000000017340;PANASONIC
0000017355;0000000017355;DIGITUS
0000017357;0000000017357;TECNOWARE
0000017358;0000000017358;TECNOWARE
0000017360;0000000017360;TECNOWARE
0000017361;8026475164483;TECNOWARE
0000017637;0885909583065;APPLE
0000017639;0718037776033;WESTERN DIGITAL
0000017650;8024049481288;MATSUYAMA
0000017651;0000000017651;KEYTECK
0000017654;0718037799674;WESTERN DIGITAL
0000017658;0000000017658;OKI
0000017667;4250366823065;SIEMENS
0000017678;4711140879246;ASROCK
0000017684;0000000017684;PANASONIC
0000017685;0000000017685;PANASONIC
0000017687;0000000017687;SAMSUNG
0000017691;8099990002677;TECHMADE
0000017695;8099990000031;TECHMADE
0000017696;8056459418080;MACH POWER
0000017697;8099990002684;TECHMADE
0000017698;8099990012041;TECHMADE
0000017699;0000000017699;TECHMADE
0000017702;8099990000604;TECHMADE
0000017705;4895106250475;ATI
0000017708;8099990002967;TECHMADE
0000017712;8099990002691;TECHMADE
0000017714;8099990004305;TECHMADE
0000017717;8099990004190;TECHMADE
0000017718;8099999001909;TECHMADE
0000017719;8099990000635;TECHMADE
0000017720;8099990002172;TECHMADE
0000017721;8099999004115;TECHMADE
0000017722;8099999004108;TECHMADE
0000017725;0000000017725;CANON
0000017726;0000000017726;CANON
0000017727;0000000017727;CANON
0000017728;0000000017728;CANON
0000017731;0000000017731;TECNO
0000017732;0000000017732;TECNO
0000017749;8033140056974;KEYTECK
0000017750;8033140058237;KEYTECK
0000017753;8033140058244;KEYTECK
0000017754;8033140058343;KEYTECK
0000017755;8033140054505;KEYTECK
0000017759;8033140054857;KEYTECK
0000017760;8033140056325;KEYTECK
0000017765;8033140057896;KEYTECK
0000017767;8033140056585;KEYTECK
0000017771;0000000017771;ANDROMEDA SICUREZZA
0000017772;8028153030882;MEDIACOM
0000018843;0000000018843;MACH POWER
0000018872;4710700395196;SILICON POWER
0000018873;4712702617672;SILICON POWER
0000018885;4710700395936;SILICON POWER
0000018886;4710700395943;SILICON POWER
0000018887;4710700392041;SILICON POWER
0000018896;8033140058183;KEYTECK
0000018897;8033140057889;KEYTECK
0000018901;0740617211092;KINGSTON
0000018902;0740617198218;KINGSTON
0000018903;0740617211108;KINGSTON
0000018905;4719543186824;ASUS
0000018933;0000000018933;THERMALTAKE
0000018938;4719331320188;GIGABYTE
0000018944;5017151624882;TOSHIBA
0000018951;0000000018951;SAMSUNG
0000018954;0000000018954;ANDROMEDA SICUREZZA
0000018957;0000000018957;ANDROMEDA SICUREZZA
0000018976;0000000018976;OKI
0000018978;8806085269040;SAMSUNG
0000018990;6935364032494;TP-LINK
0000018991;0000000018991;PANASONIC
0000018992;4016032261667;DIGITUS
0000018996;4002888430593;LINDY
0000018998;4897032651371;HANTOL
0000019001;8056737420224;ANDROMEDA SICUREZZA
0000019007;0000000019007;ANDROMEDA SICUREZZA
0000019008;0000000019008;ANDROMEDA SICUREZZA
0000019018;0000000019018;SAMSUNG
0000019030;0740617200416;KINGSTON
0000019034;0740617208108;KINGSTON
0000019037;8099999002098;TECHMADE
0000019040;8712581655624;PHILIPS
0000019053;0000000019053;EPSON
0000019054;0000000019054;EPSON
0000019055;0000000019055;EPSON
0000019056;0000000019056;EPSON
0000019058;2012009002006;TECNO
0000019075;8806085091801;SAMSUNG
0000019076;0000000019076;TECNOWARE
0000019077;0000000019077;TECNOWARE
0000019079;8057284620976;VULTECH
0000019080;8057284620884;VULTECH
0000019081;8057284620587;VULTECH
0000019082;8099990000680;TECHMADE
0000019087;0000000019087;CANON
0000019095;4897032652279;HANTOL
0000019102;5053118018356;SAMSUNG
0000019115;5025232678426;PANASONIC
0000019116;4016032310945;DIGITUS
0000019117;0000000019117;BROTHER
0000019118;0000000019118;EPSON
0000019119;0000000019119;SAMSUNG
0000019122;8024049457528;MATSUYAMA
0000019123;8024049420263;MATSUYAMA
0000019126;0000000019126;EMINENT
0000019131;5099206022560;LOGITECH
0000019132;5099206032231;LOGITECH
0000019133;5099206032224;LOGITECH
0000019137;4047999500179;TOSHIBA
0000019138;4545350036133;OLYMPUS
0000019153;0000000019153;DIGITUS
0000019168;8032976081419;WESTERN DIGITAL
0000019176;8056737420538;ANDROMEDA SICUREZZA
0000019177;0000000019177;ANDROMEDA SICUREZZA
0000019192;4026203996892;TOSHIBA
0000019193;6935364061289;TP-LINK
0000019205;0000000019205;ANDROMEDA SICUREZZA
0000019207;0000000019207;ANDROMEDA SICUREZZA
0000019209;0000000019209;ANDROMEDA SICUREZZA
0000019219;4002888380959;LINDY
0000019220;4002888381918;LINDY
0000019222;4002888405157;LINDY
0000019230;0718037788074;WESTERN DIGITAL
0000019245;0843591032971;CORSAIR
0000019247;0843591036061;CORSAIR
0000019252;7611990978823;DIGITUS
0000019253;0000000019253;PANASONIC
0000019256;4260184661398;LINKSYS
0000019262;8099990003254;TECHMADE
0000019264;0000000019264;TECHMADE
0000019266;0000000019266;TECHMADE
0000019269;6935364051709;TP-LINK
0000019270;6935364051853;TP-LINK
0000019280;0000000019280;INTEL
0000019289;0000000019289;POWER X
0000019294;4016032296157;DIGITUS
0000019304;0806881028047;TECNO
0000019305;9780201370003;TECNO
0000019312;0740617200409;KINGSTON
0000019314;0740617192438;KINGSTON
0000019316;0740617175028;KINGSTON
0000019317;0740617163292;KINGSTON
0000019318;0740617183412;KINGSTON
0000019333;4711140879734;ASROCK
0000019335;8713439169379;TRUST
0000019341;0740617212617;KINGSTON
0000019359;8024049424551;MATSUYAMA
0000019360;8024049424568;MATSUYAMA
0000019361;8024049423097;MATSUYAMA
0000019362;8024049424544;MATSUYAMA
0000019366;4897032651661;HANTOL
0000019367;0000000019367;HANTOL
0000019368;0000000019368;HANTOL
0000019369;0000000019369;HANTOL
0000019370;4897032652446;HANTOL
0000019371;0000000019371;HANTOL
0000019372;4897032652491;HANTOL
0000019375;0000000019375;TECNO
0000019377;0000000019377;ANDROMEDA SICUREZZA
0000019379;0000000019379;ANDROMEDA SICUREZZA
0000019380;0000000019380;ANDROMEDA SICUREZZA
0000019382;0000000019382;ANDROMEDA SICUREZZA
0000019396;0714983449113;ESET
0000019399;4719543098240;ASUS
0000019400;8057284620112;VULTECH
0000019401;8057284620679;VULTECH
0000019402;8057284620518;VULTECH
0000019403;8057284620686;VULTECH
0000019404;8057284620662;VULTECH
0000019405;8057284620655;VULTECH
0000019406;8030511013376;VULTECH
0000019407;8057284620211;VULTECH
0000019408;8057284620808;VULTECH
0000019409;8057284620792;VULTECH
0000019410;8057284620723;VULTECH
0000019412;8057284620716;VULTECH
0000019413;8057284620747;VULTECH
0000019414;2012112821303;VULTECH
0000019416;0000000019416;POWERSEED
0000019422;7426043273240;DIGITUS
0000019424;4016032324591;DIGITUS
0000019440;8099990004480;TECHMADE
0000019445;0730143302029;AMD
0000019451;0000000019451;ANDROMEDA SICUREZZA
0000019452;0000000019452;ANDROMEDA SICUREZZA
0000019461;0000000019461;TECNOWARE
0000019462;0740617206395;KINGSTON
0000019463;0740617203844;KINGSTON
0000019466;5099206028845;LOGITECH
0000019467;5099206028838;LOGITECH
0000019468;0740617195613;KINGSTON
0000019472;4960999788463;CANON
0000019473;4971850172765;CASIO
0000019474;4960999686325;CANON
0000019475;4960999683300;CANON
0000019476;4974019026527;SHARP
0000019477;4974019026596;SHARP
0000019501;7636490037986;SEAGATE
0000019502;4717677320244;ASROCK
0000019510;4260183362791;GAINWARD
0000019511;4260183362562;GAINWARD
0000019513;4260183362647;GAINWARD
0000019515;0886227292059;ASUS
0000019517;4719543185469;ASUS
0000019518;4717677320510;ASROCK
0000019520;4711140873220;ASROCK
0000019530;4719543188491;ASUS
0000019540;0000000019540;HP
0000019542;0000000019542;ANDROMEDA SICUREZZA
0000019550;0843591034098;CORSAIR
0000019551;0740617210712;KINGSTON
0000019554;0740617147957;KINGSTON
0000019555;7406171378598;KINGSTON
0000019557;0740617208085;KINGSTON
0000019570;0730143301961;AMD
0000019571;0151903035344;INTEL
0000019578;0000000019578;ANDROMEDA SICUREZZA
0000019579;0000000019579;ANDROMEDA SICUREZZA
0000019580;0000000019580;ANDROMEDA SICUREZZA
0000019582;0000000019582;ANDROMEDA SICUREZZA
0000019592;8028153031643;MEDIACOM
0000019600;0740617212662;KINGSTON
0000019664;0000000019664;MATSUYAMA
0000019666;4016032185222;DIGITUS
0000019668;4016032317777;DIGITUS
0000019669;8806085097803;SAMSUNG
0000019671;0000000019671;ANDROMEDA SICUREZZA
0000019682;0790069375743;D-LINK
0000019684;4960999922768;CANON
0000019691;5099206032194;LOGITECH
0000019692;0000000019692;SAMSUNG
0000019693;0000000019693;EPSON
0000019694;0000000019694;EPSON
0000019695;0000000019695;EPSON
0000019696;0000000019696;EPSON
0000019712;5099206033528;LOGITECH
0000019721;6951066950119;NETIS
0000019722;6951066950676;NETIS
0000019723;6951066950508;NETIS
0000019726;6951066950423;NETIS
0000019728;6951066950492;NETIS
0000019730;6951066950171;NETIS
0000019731;6951066950270;NETIS
0000019733;6951066950539;NETIS
0000019734;6951066950829;NETIS
0000019737;6951066950614;NETIS
0000019738;6951066950560;NETIS
0000019740;8026381700102;ENERWIVA
0000019741;8026381700119;ENERWIVA
0000019742;8026381700096;ENERWIVA
0000019747;8099990001571;TECHMADE
0000019748;8099990000055;TECHMADE
0000019749;8099990003100;TECHMADE
0000019750;8099990004695;TECHMADE
0000019753;8028153032282;MEDIACOM
0000019754;0132018266571;INTEL
0000019755;8099999002104;TECHMADE
0000019756;6935364051785;TP-LINK
